(4.43695, 6.69893, 9.67217, 8.7326, 24.286, 18.2251, 4.1124, 4.07024, 3.21239, 7.4385, 9.11472, 12.2794, 6.24578, 5.05647, 5.44912, 6.85732, 21.8883, 11.4306, 5.66722, 4.7065, 6.34134, 14.078, 7.00742, 5.61767, 2.61881, 4.06189, 2.32931, 10.6805, 5.0542, 10.1206, 10.7248, 14.009, 27.7758)
(5.03976, 8.92707, 6.51025, 8.62565, 27.209, 14.6134, 4.72703, 3.04104, 3.78832, 6.86075, 10.6576, 29.2792, 9.91641, 4.46651, 5.30098, 4.51078, 13.0996, 6.94324, 4.97403, 4.0223, 5.14776, 12.3393, 2.55862, 3.43263, 3.33387, 3.79721, 3.28886, 5.09364, 19.1974, 9.78746, 10.9676, 16.0605, 22.482)
(3.41938, 4.18108, 6.72481, 8.47211, 36.2738, 15.9336, 2.89042, 2.72938, 2.82462, 6.88798, 9.66289, 11.5587, 4.66579, 3.71599, 3.73907, 6.59062, 24.5108, 16.0037, 6.50533, 4.63354, 5.31502, 12.7615, 3.94505, 2.07917, 1.76126, 1.6079, 1.44773, 5.89367, 7.55372, 10.4809, 12.8075, 15.1847, 37.2385)
(6.54956, 7.68474, 25.4364, 7.68531, 13.0306, 12.4118, 5.24798, 4.52872, 2.56732, 6.10037, 8.7571, 20.05, 8.01298, 5.34299, 14.3476, 8.45616, 11.8335, 7.16832, 5.45859, 3.40092, 4.44616, 11.4828, 6.20003, 16.7019, 3.9018, 2.66446, 1.51875, 3.92267, 5.17866, 12.6325, 16.1522, 11.2907, 19.8363)
(5.85119, 12.0131, 7.48555, 7.58483, 18.2489, 15.2258, 5.51354, 5.56134, 3.24385, 8.18342, 11.0885, 12.2301, 5.20065, 5.5693, 5.23997, 6.23588, 17.0995, 10.979, 6.00972, 4.87073, 7.39565, 19.1695, 8.04993, 8.03458, 3.9384, 4.90901, 3.19088, 7.17871, 6.58399, 9.50974, 11.8166, 12.9054, 23.8828)
(4.73443, 7.15765, 18.4137, 7.88157, 17.3125, 13.8399, 5.28331, 5.20406, 2.88105, 7.43328, 9.85857, 17.7702, 6.89605, 4.8338, 6.96493, 6.56492, 14.6695, 14.1643, 5.6252, 4.32436, 6.14295, 12.0438, 15.0978, 5.67082, 4.20288, 4.03589, 1.9297, 5.46262, 4.61636, 11.5211, 13.3705, 12.3816, 21.7108)
(4.51071, 6.40903, 7.59073, 8.6897, 24.1858, 20.0061, 4.23811, 4.20683, 3.01767, 8.06979, 9.07545, 11.0623, 4.77712, 5.04644, 5.59882, 6.57985, 23.6784, 11.8212, 5.4324, 4.5059, 6.18845, 15.3092, 7.7834, 5.70022, 2.73126, 3.15078, 2.90551, 12.2268, 5.57713, 9.96486, 9.70345, 12.6145, 27.6421)
(4.61249, 5.26481, 6.46678, 10.6289, 29.551, 15.2175, 3.58009, 3.61225, 3.20901, 8.155, 9.70216, 12.0732, 5.58576, 4.69818, 4.57551, 6.51129, 17.759, 12.0349, 6.54533, 5.18517, 7.61192, 17.4197, 3.12298, 2.46052, 2.00664, 1.58054, 1.6111, 5.49022, 7.05285, 9.41152, 12.767, 17.7933, 36.7034)
(14.7203, 5.58244, 4.68061, 6.09763, 16.5477, 15.4349, 7.93309, 6.52923, 4.20397, 7.77309, 10.497, 9.65967, 4.7643, 4.27239, 5.27237, 4.98001, 16.7198, 8.5097, 5.70301, 5.02282, 7.7674, 27.3285, 4.47976, 4.90636, 3.2626, 4.20567, 12.8579, 8.97421, 5.2048, 7.60416, 9.72197, 13.7639, 25.0186)
(4.44643, 6.71153, 10.2413, 8.00071, 20.8319, 17.0471, 5.5873, 6.35535, 2.98013, 8.06642, 9.73178, 12.5725, 5.80064, 5.96139, 5.36579, 6.64972, 20.2915, 11.8162, 5.88589, 4.79612, 6.55094, 14.3094, 12.4209, 5.29489, 3.18254, 3.43969, 2.37572, 8.45028, 5.02759, 9.78488, 11.556, 12.7626, 25.7049)
(4.73021, 5.41595, 6.78559, 10.9377, 26.2782, 16.0391, 3.60667, 3.74915, 3.42095, 9.11968, 9.91681, 13.2325, 5.82592, 4.75214, 5.07275, 6.27286, 18.3376, 10.8592, 6.10796, 4.95038, 7.09176, 17.4969, 3.73953, 3.06878, 2.33996, 1.85611, 3.43151, 7.17167, 5.71743, 9.47482, 12.0788, 17.5083, 33.613)
(4.0928, 4.61503, 5.70235, 9.64182, 38.6889, 14.4955, 2.53702, 2.70191, 3.05096, 5.34614, 9.12766, 10.6782, 5.07444, 3.57996, 3.68664, 7.05662, 16.2781, 11.2575, 8.67451, 7.53205, 9.74037, 16.4416, 1.79249, 1.04135, 0.981546, 0.788669, 1.12363, 4.13957, 6.61854, 9.7497, 15.4424, 15.1964, 43.1256)
(5.35827, 8.39947, 6.6129, 8.31573, 25.9584, 15.6667, 4.77785, 3.36961, 3.627, 7.44998, 10.4641, 24.6454, 8.63269, 4.55222, 5.27484, 4.95444, 15.2813, 8.17057, 4.86924, 4.17614, 5.58502, 13.858, 3.47676, 3.87706, 3.25594, 3.90299, 3.4979, 6.79777, 15.5174, 9.75301, 10.9036, 15.1908, 23.8267)
(9.05273, 5.26446, 6.39828, 9.54294, 23.3098, 15.3612, 3.59736, 4.34516, 4.66851, 7.87725, 10.5823, 16.7429, 6.32426, 6.41717, 5.07519, 6.88003, 17.7716, 9.92728, 6.0318, 4.86209, 6.45928, 13.5084, 3.69255, 3.08261, 2.1096, 2.08206, 2.48684, 6.33922, 7.91508, 11.8759, 12.5919, 16.7983, 31.026)
(5.67293, 9.70088, 7.52712, 7.98874, 20.3259, 17.0456, 5.08354, 5.15207, 3.01385, 8.1212, 10.3682, 12.1244, 5.27004, 5.26665, 5.02689, 6.15958, 19.6714, 11.4704, 5.67462, 4.50286, 6.51911, 18.3141, 7.71025, 6.52594, 3.72767, 4.39798, 3.40319, 9.02108, 5.95843, 9.43516, 11.1416, 13, 25.6788)
(6.04141, 5.25933, 6.66635, 11.2718, 13.9973, 11.2082, 3.6284, 2.90359, 2.74931, 18.4195, 17.8548, 8.64237, 4.64018, 3.79183, 4.51907, 5.87476, 13.5088, 9.24024, 7.28205, 17.0449, 7.45852, 17.9973, 2.30964, 3.59322, 3.45271, 3.66931, 2.0975, 4.53982, 5.90927, 9.95406, 11.6793, 28.6584, 24.1367)
(4.65991, 5.64809, 6.17148, 9.27414, 23.3773, 17.5072, 4.18185, 4.03656, 4.06654, 8.98663, 12.0903, 11.2845, 5.39136, 4.9941, 5.11948, 6.37998, 20.7238, 10.5975, 6.36648, 6.40455, 6.4625, 16.2757, 5.03983, 4.32303, 3.45666, 3.39878, 2.74641, 10.2639, 6.00025, 11.4381, 11.2613, 13.2914, 28.7802)
(4.41606, 4.59934, 5.49745, 12.482, 30.9062, 14.8223, 2.86294, 2.70324, 6.47069, 6.16258, 9.07722, 11.2614, 5.92494, 5.50083, 4.78424, 6.94425, 23.7914, 9.65956, 6.88277, 4.77175, 7.8538, 12.6252, 2.3331, 1.6012, 1.18922, 1.08584, 1.17921, 4.66529, 6.94917, 10.2923, 12.848, 15.7887, 42.068)
(5.3802, 10.0278, 6.8288, 7.82454, 21.4939, 16.4796, 4.91497, 5.03898, 3.08092, 8.20012, 10.7303, 11.3026, 4.98013, 4.98262, 4.95113, 6.28519, 19.5169, 11.6991, 6.30426, 4.61799, 6.8887, 18.4713, 7.3955, 6.62358, 3.00327, 4.01061, 3.01956, 8.08763, 6.41363, 9.7583, 11.6626, 13.241, 26.7843)
(3.78896, 5.42128, 6.4336, 8.5323, 25.7843, 23.0636, 3.60684, 3.60803, 2.97118, 8.37847, 8.41154, 9.16925, 4.49265, 4.59788, 5.46859, 7.58072, 25.5508, 13.1481, 5.30855, 4.59138, 5.91789, 14.1741, 6.83049, 4.95371, 2.7941, 2.66751, 2.59658, 13.5559, 6.73035, 10.3084, 8.95889, 12.4181, 28.1861)
(4.0268, 5.42159, 6.63762, 9.10602, 25.5438, 20.9993, 3.91346, 3.96027, 3.37183, 8.036, 8.98335, 9.55382, 4.85321, 4.67023, 8.29972, 7.7273, 22.3607, 11.5245, 5.41907, 4.76662, 6.36217, 14.4626, 6.21201, 4.9098, 3.0551, 3.1583, 3.17991, 11.6465, 5.07455, 12.4408, 9.6603, 13.6672, 26.9956)
(4.46461, 5.67559, 6.2665, 8.24429, 23.376, 17.0773, 4.09421, 3.95137, 4.2145, 9.70037, 12.9352, 12.1986, 5.65544, 5.18655, 5.50516, 6.54709, 20.4545, 11.3782, 5.97747, 6.23555, 6.26466, 14.5968, 5.15987, 4.49708, 3.38823, 3.39483, 2.63493, 9.67462, 6.451, 11.8748, 11.3168, 13.7585, 27.8493)
(4.22985, 5.066, 6.09069, 9.97842, 33.4498, 16.6266, 2.99875, 3.0205, 3.06626, 6.5789, 8.89435, 11.4733, 5.00121, 4.05408, 4.31799, 7.00641, 19.1106, 14.1614, 7.41001, 5.25993, 7.08011, 15.125, 3.01085, 2.07633, 2.14353, 1.35503, 1.666, 5.18443, 7.39252, 9.73632, 13.085, 15.8071, 38.5429)
(4.19408, 5.13056, 6.18533, 8.50824, 26.6215, 19.8151, 3.73767, 3.68563, 3.03505, 8.93577, 10.151, 9.83177, 4.63388, 4.91171, 5.3618, 6.55905, 25.922, 12.4079, 5.733, 5.03219, 5.97079, 13.6358, 6.00769, 4.60746, 2.74945, 2.96138, 2.43165, 13.3239, 4.78641, 10.4216, 9.80613, 14.4775, 28.4268)
(3.70633, 5.37481, 6.45868, 7.89324, 27.4325, 23.7247, 3.43648, 3.2999, 2.59356, 7.73541, 8.34439, 9.02508, 4.232, 5.04594, 4.73642, 5.57105, 29.5215, 12.6856, 4.98775, 4.46014, 5.62506, 14.1094, 7.15118, 4.90063, 2.2, 2.66312, 2.24965, 17.6193, 4.39682, 9.25238, 8.00429, 12.0575, 29.5051)
(6.34373, 6.57946, 7.85109, 11.7918, 21.5551, 14.5137, 4.05618, 3.01991, 2.96165, 8.92245, 12.405, 8.68467, 5.78295, 5.1449, 4.94195, 6.10451, 15.6791, 8.83365, 5.54016, 6.13612, 8.45535, 24.6966, 3.34623, 2.86938, 3.03772, 3.17181, 2.37992, 5.90826, 7.53843, 13.428, 12.928, 21.0979, 24.2944)
(4.0335, 3.70317, 2.82646, 6.58906, 8.98601, 8.41121, 3.7952, 2.53537, 5.35411, 30.7783, 22.9877, 7.49941, 4.04152, 3.35596, 5.9733, 7.68433, 37.5883, 10.3947, 4.5577, 6.22764, 3.01433, 9.6629, 1.3241, 1.94543, 4.07748, 3.13449, 1.43708, 2.44052, 4.21635, 11.0723, 6.8071, 16.1519, 47.3933)
(4.24902, 5.36897, 6.75315, 9.05059, 26.2306, 16.5566, 4.19135, 4.33875, 3.25354, 9.27392, 10.7335, 10.2924, 5.14084, 5.57802, 5.97567, 8.72902, 21.0808, 11.6466, 5.86167, 5.00624, 6.43798, 14.2508, 5.43831, 4.82769, 3.54534, 3.34594, 2.64004, 9.50288, 4.99967, 12.6619, 11.3303, 14.8795, 26.8284)
(5.4868, 7.30434, 19.4579, 8.16261, 17.2992, 14.2711, 4.78511, 4.44602, 2.62992, 6.9654, 9.19159, 17.305, 7.39012, 5.2556, 7.70883, 10.4581, 14.8557, 9.67927, 5.49997, 4.20453, 5.57362, 12.0693, 8.36383, 11.0597, 3.6893, 3.17274, 1.7905, 5.53394, 4.71391, 11.5698, 14.5193, 12.4987, 23.0884)
(3.42385, 5.30294, 6.32381, 7.81894, 27.3903, 25.1508, 3.29521, 3.05869, 2.35258, 7.71205, 8.1708, 8.6201, 3.78381, 4.69127, 4.18437, 5.30527, 31.0981, 12.9244, 4.92678, 4.23894, 5.45561, 14.7713, 7.37479, 4.90476, 1.95085, 2.10316, 2.28618, 18.8061, 4.29753, 8.64942, 7.78014, 10.8855, 30.9616)
(2.92416, 4.85557, 5.95453, 8.73484, 25.955, 27.2494, 3.12776, 3.07491, 3.15871, 8.58816, 6.37696, 7.87709, 3.07789, 4.12848, 5.38998, 15.8737, 24.7332, 11.0071, 5.09335, 4.05267, 5.32322, 13.4433, 7.56874, 5.185, 2.11921, 1.88834, 2.11971, 12.9525, 12.1054, 8.84874, 7.7625, 11.489, 27.9608)
(4.34569, 4.34359, 5.98478, 9.10211, 36.1502, 15.5849, 2.73477, 2.65931, 4.63901, 5.91623, 8.53939, 11.1657, 4.95017, 4.54615, 4.1898, 8.84355, 25.1483, 9.94944, 7.31953, 5.21275, 5.63297, 13.0416, 1.87435, 1.19156, 1.03253, 0.899384, 1.07119, 4.57236, 8.50421, 11.0223, 11.5917, 15.0326, 43.2077)
(5.07322, 4.85509, 5.30328, 8.59111, 19.0075, 14.7398, 3.87253, 3.38691, 3.51627, 16.0713, 15.5831, 9.9397, 5.18013, 6.16038, 6.07726, 10.0859, 21.7991, 10.3542, 5.29537, 5.17497, 5.72149, 14.2116, 3.9236, 3.1116, 3.47438, 2.7679, 2.08797, 7.31196, 4.64281, 10.2232, 11.1451, 18.1767, 33.1348)
(4.08981, 5.20553, 6.10076, 8.57076, 25.7654, 19.6343, 3.74531, 3.75926, 3.1406, 9.26595, 10.7223, 9.80628, 4.76625, 5.28195, 5.81701, 7.02916, 24.181, 12.0417, 5.91221, 5.25486, 5.92464, 13.985, 5.8531, 4.57986, 3.02144, 2.98169, 2.49157, 12.3306, 5.33396, 11.206, 9.81565, 13.6771, 28.709)
(6.83836, 11.2206, 6.38417, 7.30667, 15.1935, 14.7749, 13.2275, 4.33732, 3.50748, 7.33937, 9.87011, 23.3261, 5.75338, 4.55192, 4.67975, 5.86398, 14.9596, 8.66822, 4.79094, 3.92393, 5.31949, 18.1628, 4.18122, 5.68072, 3.62754, 13.9348, 4.2549, 6.59008, 5.9177, 8.44789, 12.2736, 14.6365, 20.455)
(6.43887, 4.97194, 6.07352, 9.48081, 21.274, 14.4689, 3.88862, 4.15185, 3.42784, 10.5399, 15.2836, 11.5428, 7.49629, 7.05238, 5.76509, 7.0546, 17.1172, 9.4315, 5.6664, 4.74113, 6.79041, 17.3421, 3.7431, 3.37144, 3.22966, 2.49778, 1.93237, 6.59669, 4.77312, 11.4156, 11.99, 20.0263, 30.424)
(5.05624, 5.12121, 5.84821, 9.67046, 21.489, 16.1289, 3.73105, 3.74127, 3.25939, 11.5893, 14.365, 10.8969, 5.56518, 7.0486, 5.80221, 8.04543, 21.3195, 10.4982, 5.90883, 4.72877, 6.02741, 14.1589, 4.46017, 3.69285, 3.26526, 2.6829, 2.14254, 9.03672, 4.6952, 9.78007, 11.1099, 17.2993, 31.8351)
